pair_type,left_id,left_name,right_id,right_name,cpu_socket,cpu_power_w,cooler_supported_sockets,cooler_capacity_w,cooler_type,compatible
cpu_cooler,140,인텔 제온 w7-3465X (사파이어 래피드) (벌크),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA4677,360,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,no
cpu_cooler,140,인텔 제온 w7-3465X (사파이어 래피드) (벌크),98,MSI MAG 코어리퀴드 I360 (블랙),LGA4677,360,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,no
cpu_cooler,140,인텔 제온 w7-3465X (사파이어 래피드) (벌크),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA4677,360,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,no
cpu_cooler,140,인텔 제온 w7-3465X (사파이어 래피드) (벌크),100,TCOMAS CUBE 360 ARGB (화이트),LGA4677,360,AM4|AM5|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,141,인텔 제온 E3-1275V6 (카비레이크) (정품),95,잘만 ALPHA II SE A36 (블랙),LGA1151,73,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,141,인텔 제온 E3-1275V6 (카비레이크) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1151,73,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,no
cpu_cooler,141,인텔 제온 E3-1275V6 (카비레이크) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1151,73,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,no
cpu_cooler,141,인텔 제온 E3-1275V6 (카비레이크) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1151,73,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,no
cpu_cooler,141,인텔 제온 E3-1275V6 (카비레이크) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1151,73,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,no
cpu_cooler,141,인텔 제온 E3-1275V6 (카비레이크) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA1151,73,AM4|AM5|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,142,인텔 제온 E3-1230V6 (카비레이크) (정품),95,잘만 ALPHA II SE A36 (블랙),LGA1151,72,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,142,인텔 제온 E3-1230V6 (카비레이크) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1151,72,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,no
cpu_cooler,142,인텔 제온 E3-1230V6 (카비레이크) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1151,72,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,no
cpu_cooler,142,인텔 제온 E3-1230V6 (카비레이크) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1151,72,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,no
cpu_cooler,142,인텔 제온 E3-1230V6 (카비레이크) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1151,72,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,no
cpu_cooler,142,인텔 제온 E3-1230V6 (카비레이크) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA1151,72,AM4|AM5|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,143,인텔 제온 w5-2465X (사파이어 래피드) (벌크),95,잘만 ALPHA II SE A36 (블랙),LGA4677,240,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,143,인텔 제온 w5-2465X (사파이어 래피드) (벌크),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA4677,240,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,no
cpu_cooler,143,인텔 제온 w5-2465X (사파이어 래피드) (벌크),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA4677,240,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,no
cpu_cooler,143,인텔 제온 w5-2465X (사파이어 래피드) (벌크),98,MSI MAG 코어리퀴드 I360 (블랙),LGA4677,240,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,no
cpu_cooler,143,인텔 제온 w5-2465X (사파이어 래피드) (벌크),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA4677,240,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,no
cpu_cooler,143,인텔 제온 w5-2465X (사파이어 래피드) (벌크),100,TCOMAS CUBE 360 ARGB (화이트),LGA4677,240,AM4|AM5|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,144,인텔 제온 w5-3435X (사파이어 래피드) (벌크),95,잘만 ALPHA II SE A36 (블랙),LGA4677,324,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,144,인텔 제온 w5-3435X (사파이어 래피드) (벌크),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA4677,324,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,no
cpu_cooler,144,인텔 제온 w5-3435X (사파이어 래피드) (벌크),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA4677,324,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,no
cpu_cooler,144,인텔 제온 w5-3435X (사파이어 래피드) (벌크),98,MSI MAG 코어리퀴드 I360 (블랙),LGA4677,324,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,no
cpu_cooler,144,인텔 제온 w5-3435X (사파이어 래피드) (벌크),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA4677,324,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,no
cpu_cooler,144,인텔 제온 w5-3435X (사파이어 래피드) (벌크),100,TCOMAS CUBE 360 ARGB (화이트),LGA4677,324,AM4|AM5|LGA1700|LGA1851,350,LIQUID,no
